cluster_id,pv_mw,pv_ratio,bess_mwh,bess_hours,q_night_mvar,q_ratio,capex_musd,npv_musd,irr_percent,payback_years,bc_ratio,lcoe_usd_mwh,avg_pv_flow_musd,avg_network_flow_musd,avg_total_flow_musd,loss_reduction_musd,voltage_support_musd,deferral_musd,network_benefit_ratio
2,9.038,0.5,0.0,0,0.0,0.0,8.31496,6.714246418461788,17.97383005519065,7,1.8074899239998494,46.87781571044526,1.8832491392313186,0.17969904981410428,1.9425015589335564,279.28310287365736,1.1666666666666667,0.7844331013091074,0.09250908911123862
2,9.038,0.5,0.0,0,0.9038,0.1,8.327432439999999,6.738153778101746,17.991551952019247,7,1.8091514193181188,46.941205873777825,1.8832491392313186,0.18390929663095434,1.9467118057504063,279.28310287365736,1.4861919191919195,0.7844331013091074,0.09447176314835268
2,9.038,0.5,0.0,0,1.8076,0.2,8.33990488,6.7620611377417035,18.00922583377296,7,1.810807945059165,47.0045960371104,1.8832491392313186,0.18811954344780438,1.9509220525672564,279.28310287365736,1.8057171717171718,0.7844331013091074,0.09642596596837592
2,9.038,0.5,0.0,0,2.7114,0.3,8.35237732,6.78596849738166,18.02685188990649,7,1.8124595234859027,47.067986200442974,1.8832491392313186,0.1923297902646544,1.9551322993841065,279.28310287365736,2.1252424242424244,0.7844331013091074,0.09837175229790893
2,9.038,0.5,18.076,1,0.0,0.0,12.7322825,1.7789999767795452,11.507871419059478,10,1.1397235709135063,52.148738343735786,1.9098672601367854,0.17969904981410428,1.8731387714686296,279.28310287365736,1.1666666666666667,0.9422215592899884,0.09593472333777583
2,9.038,0.5,18.076,1,0.9038,0.1,12.74475494,1.8029073364195036,11.526577067366004,10,1.1414626915077823,52.194017031830484,1.9098672601367854,0.18390929663095434,1.8773490182854797,279.28310287365736,1.4861919191919195,0.9422215592899884,0.09796223016587112
2,9.038,0.5,18.076,1,1.8076,0.2,12.75722738,1.8268146960594613,11.545244880154678,10,1.1431984115077725,52.239295719925174,1.9098672601367854,0.18811954344780438,1.8815592651023298,279.28310287365736,1.8057171717171718,0.9422215592899884,0.09998066334496956
2,9.038,0.5,18.076,1,2.7114,0.3,12.76969982,1.8507220556994173,11.563874981243378,10,1.1449307408777771,52.28457440801987,1.9098672601367854,0.1923297902646544,1.88576951191918,279.28310287365736,2.1252424242424244,0.9422215592899884,0.10199008364968055
2,9.038,0.5,36.152,2,0.0,0.0,17.149605,-3.3568488170928727,7.719763894784492,13,0.804260866819214,70.81332260858211,1.9105274732405129,0.17969904981410428,1.7778180762019635,279.28310287365736,1.1666666666666667,1.0283971985123717,0.10107842428849854
2,9.038,0.5,36.152,2,0.9038,0.1,17.162077439999997,-3.332941457452913,7.738044539407656,13,0.8057961532276531,70.8586012966768,1.9105274732405129,0.18390929663095434,1.7820283230188136,279.28310287365736,1.4861919191919195,1.0283971985123717,0.10320222987219756
2,9.038,0.5,36.152,2,1.8076,0.2,17.17454988,-3.309034097812957,7.756291426405763,13,0.8073292097357164,70.90387998477148,1.9105274732405129,0.18811954344780438,1.7862385698356638,279.28310287365736,1.8057171717171718,1.0283971985123717,0.10531602364017457
2,9.038,0.5,36.152,2,2.7114,0.3,17.18702232,-3.285126738173001,7.774504670731289,13,0.8088600411980497,70.94915867286619,1.9105274732405129,0.1923297902646544,1.7904488166525139,279.28310287365736,2.1252424242424244,1.0283971985123717,0.10741987622089136
2,9.038,0.5,54.228,3,0.0,0.0,21.5669275,-8.49269761096529,5.102736847052173,16,0.6062166198237885,89.47790687342842,1.9111876863442405,0.17969904981410428,1.6824973809352977,279.28310287365736,1.1666666666666667,1.0787600720145414,0.10680495069431245
2,9.038,0.5,54.228,3,0.9038,0.1,21.579399940000002,-8.468790251325336,5.120659171702964,16,0.6075520971448599,89.5231855615231,1.9111876863442405,0.18390929663095434,1.6867076277521476,279.28310287365736,1.4861919191919195,1.0787600720145414,0.1090344844625193
2,9.038,0.5,54.228,3,1.8076,0.2,21.591872379999998,-8.444882891685376,5.138548675652464,16,0.6088860316019812,89.5684642496178,1.9111876863442405,0.18811954344780438,1.6909178745689977,279.28310287365736,1.8057171717171718,1.0787600720145414,0.1112529155182978
2,9.038,0.5,54.228,3,2.7114,0.3,21.60434482,-8.420975532045418,5.156405479970671,16,0.6102184258672919,89.61374293771252,1.9111876863442405,0.1923297902646544,1.6951281213858478,279.28310287365736,2.1252424242424244,1.0787600720145414,0.11346032659019054
2,9.038,0.5,72.304,4,0.0,0.0,25.98425,-13.628546404837708,3.0918495806922146,19,0.47550741680680764,108.14249113827475,1.911847899447968,0.17969904981410428,1.5871766856686313,279.28310287365736,1.1666666666666667,1.1098268234115516,0.11321931038723788
2,9.038,0.5,72.304,4,0.9038,0.1,25.996722440000003,-13.604639045197754,3.109637613805137,19,0.47667868222245974,108.18776982636943,1.911847899447968,0.18390929663095434,1.5913869324854815,279.28310287365736,1.4861919191919195,1.1098268234115516,0.11556541836353942
2,9.038,0.5,72.304,4,1.8076,0.2,26.00919488,-13.580731685557794,3.1273920696813757,19,0.47784882430171577,108.23304851446412,1.911847899447968,0.18811954344780438,1.5955971793023316,279.28310287365736,1.8057171717171718,1.1098268234115516,0.11789914515270007
2,9.038,0.5,72.304,4,2.7114,0.3,26.02166732,-13.556824325917837,3.145113082887948,19,0.4790178446598541,108.27832720255883,1.911847899447968,0.1923297902646544,1.5998074261191815,279.28310287365736,2.1252424242424244,1.1098268234115516,0.12022058850621084
2,13.557,0.75,0.0,0,0.0,0.0,12.47244,10.066463377755172,17.970292412463987,7,1.807096556708645,46.877815710445255,2.8242232970443735,0.26954857472115645,2.9131019265977307,374.4932515805862,1.1666666666666667,0.9274948670557958,0.09252974372783707
2,13.557,0.75,0.0,0,1.3557000000000001,0.1,12.49114866,10.102324417215108,17.9880196230866,7,1.8087586411941006,46.94120587377783,2.8242232970443735,0.2758639449464315,2.9194172968230054,374.4932515805862,1.6459545454545454,0.9274948670557958,0.09449281034493924
2,13.557,0.75,0.0,0,2.7114000000000003,0.2,12.50985732,10.129151752930007,17.999204070981822,7,1.8096936274993425,47.0045960371104,2.8242232970443735,0.2809817350215231,2.9245350868980973,374.4932515805862,2.1252424242424244,0.9274948670557958,0.09607740262044383
2,13.557,0.75,0.0,0,4.0671,0.3,12.528565979999998,10.151462236772387,18.007116335642518,7,1.8102652971599218,47.06798620044297,2.8242232970443735,0.2855007350215231,2.9290540868980974,374.4932515805862,2.604530303030303,0.9274948670557958,0.09747199148646374
2,13.557,0.75,18.076,1,0.0,0.0,16.8897625,5.231518112168017,13.24862731598809,9,1.309744918684796,45.92721025545368,2.8638203718507103,0.26954857472115645,2.8567180930336735,374.4932515805862,1.1666666666666667,1.0200640838716648,0.0943560288214897
2,13.557,0.75,18.076,1,1.3557000000000001,0.1,16.90847116,5.267379151627954,13.267335229188394,9,1.3115230881481985,45.97248894354837,2.8638203718507103,0.2758639449464315,2.863033463258949,374.4932515805862,1.6459545454545454,1.0200640838716648,0.09635372708233023
2,13.557,0.75,18.076,1,2.7114000000000003,0.2,16.92717982,5.294206487342851,13.280706004243093,9,1.3127636466109716,46.01776763164307,2.8638203718507103,0.2809817350215231,2.868151253334041,374.4932515805862,2.1252424242424244,1.0200640838716648,0.09796614969133864
2,13.557,0.75,18.076,1,4.0671,0.3,16.94588848,5.31651697118523,13.29140452208184,9,1.3137349202704791,46.063046319737765,2.8638203718507103,0.2855007350215231,2.8726702533340407,374.4932515805862,2.604530303030303,1.0200640838716648,0.09938513990255897
2,13.557,0.75,36.152,2,0.0,0.0,21.307085,0.0956693182956,10.049781853353327,11,1.0044900237782692,58.370266432017885,2.864480584954438,0.26954857472115645,2.7613973977670074,374.4932515805862,1.1666666666666667,1.0737528531479466,0.09761310521228338
2,13.557,0.75,36.152,2,1.3557000000000001,0.1,21.325793659999995,0.131530357755539,10.068375939887348,11,1.0061676653095564,58.415545120112576,2.864480584954438,0.2758639449464315,2.767712767992282,374.4932515805862,1.6459545454545454,1.0737528531479466,0.09967217268233547
2,13.557,0.75,36.152,2,2.7114000000000003,0.2,21.34450232,0.15835769347043366,10.082250727323663,11,1.0074191326223638,58.46082380820728,2.864480584954438,0.2809817350215231,2.7728305580673744,374.4932515805862,2.1252424242424244,1.0737528531479466,0.10133390019235927
2,13.557,0.75,36.152,2,4.0671,0.3,21.36321098,0.1806681773128123,10.093762192628612,11,1.00845697669147,58.50610249630197,2.864480584954438,0.2855007350215231,2.7773495580673746,374.4932515805862,2.604530303030303,1.0737528531479466,0.10279611156335308
2,13.557,0.75,54.228,3,0.0,0.0,25.7244075,-5.040179475576819,7.717407683751549,13,0.8040701432840847,70.8133226085821,2.865140798058165,0.26954857472115645,2.6660767025003413,374.4932515805862,1.1666666666666667,1.1066682559068477,0.10110308321901024
2,13.557,0.75,54.228,3,1.3557000000000001,0.1,25.743116159999996,-5.004318436116879,7.735691695960245,13,0.805605568299744,70.85860129667678,2.865140798058165,0.2758639449464315,2.672392072725617,374.4932515805862,1.6459545454545454,1.1066682559068477,0.10322734742476365
2,13.557,0.75,54.228,3,2.7114000000000003,0.2,25.76182482,-4.977491100401984,7.749615112757481,13,0.8067881007972018,70.90387998477149,2.865140798058165,0.2809817350215231,2.6775098628007084,374.4932515805862,2.1252424242424244,1.1066682559068477,0.10494143791037722
2,13.557,0.75,54.228,3,4.0671,0.3,25.78053348,-4.955180616559607,7.761354930733727,13,0.8077937130197972,70.94915867286618,2.865140798058165,0.2855007350215231,2.6820288628007085,374.4932515805862,2.604530303030303,1.1066682559068477,0.10644953862405084
2,13.557,0.75,72.304,4,0.0,0.0,30.14173,-10.176028269449235,5.887448425990223,15,0.6623940208657818,83.25637878514631,2.865801011161893,0.26954857472115645,2.5707560072336757,374.4932515805862,1.1666666666666667,1.1277806413571343,0.10485187001904966
2,13.557,0.75,72.304,4,1.3557000000000001,0.1,30.160438659999997,-10.140167229989295,5.905469821907,15,0.6637924486344556,83.30165747324101,2.865801011161893,0.2758639449464315,2.5770713774589504,374.4932515805862,1.6459545454545454,1.1277806413571343,0.10704551971643077
2,13.557,0.75,72.304,4,2.7114000000000003,0.2,30.179147320000002,-10.113339894274404,5.919348974023131,15,0.6648898066257757,83.3469361613357,2.865801011161893,0.2809817350215231,2.5821891675340423,374.4932515805862,2.1252424242424244,1.1277806413571343,0.10881531785289657
2,13.557,0.75,72.304,4,4.0671,0.3,30.19785598,-10.091029410432025,5.931154038706078,15,0.6658362296609633,83.39221484943039,2.865801011161893,0.2855007350215231,2.586708167534042,374.4932515805862,2.604530303030303,1.1277806413571343,0.11037222466950976
2,18.076,1.0,0.0,0,0.0,0.0,16.62992,13.346410707088246,17.929426213247257,7,1.8025541137352583,46.87781571044526,3.7651974548574287,0.3498174584267416,3.8741216530604374,440.0824651342481,1.1666666666666667,1.0111480311457783,0.09029594053929528
2,18.076,1.0,0.0,0,1.8076,0.1,16.654864879999998,13.376158018878085,17.937451280386966,7,1.8031381890669587,46.941205873777825,3.7651974548574287,0.35584279176007483,3.8801469863937705,440.0824651342481,1.8057171717171718,1.0111480311457783,0.09170858552727072
2,18.076,1.0,0.0,0,3.6152,0.2,16.67980976,13.405905330667922,17.94545588819659,7,1.8037205174136184,47.0045960371104,3.7651974548574287,0.3618681250934082,3.8861723197271036,440.0824651342481,2.444767676767677,1.0111480311457783,0.09311685003170922
2,18.076,1.0,0.0,0,5.4228,0.3,16.70475464,13.435652642457761,17.953440112246724,7,1.8043011066014532,47.067986200442974,3.7651974548574287,0.3678934584267416,3.8921976530604376,440.0824651342481,3.083818181818183,1.0111480311457783,0.0945207543962899
2,18.076,1.0,18.076,1,0.0,0.0,21.0472425,8.61176661759618,14.230006503788834,8,1.4091636525590552,42.81644621131263,3.817773483564635,0.3498174584267416,3.83071677339725,440.0824651342481,1.1666666666666667,1.0684316935106795,0.09131906092773022
2,18.076,1.0,18.076,1,1.8076,0.1,21.07218738,8.641513929386019,14.240373150385603,8,1.4100909779109045,42.86172489940732,3.817773483564635,0.35584279176007483,3.836742106730583,440.0824651342481,1.8057171717171718,1.0684316935106795,0.09274608036225308
2,18.076,1.0,18.076,1,3.6152,0.2,21.09713226,8.671261241175856,14.250718679650046,8,1.4110161103562167,42.90700358750202,3.817773483564635,0.3618681250934082,3.8427674400639167,440.0824651342481,2.444767676767677,1.0684316935106795,0.09416862475741944
2,18.076,1.0,18.076,1,5.4228,0.3,21.122077140000002,8.701008552965693,14.261043153253143,8,1.4119390576643682,42.952282275596716,3.817773483564635,0.3678934584267416,3.8487927733972502,440.0824651342481,3.083818181818183,1.0684316935106795,0.09558671513041987
2,18.076,1.0,36.152,2,0.0,0.0,25.464565,3.4759178237237602,11.474061186693781,10,1.136500184618263,52.148738343735786,3.8184336966683627,0.3498174584267416,3.735396078130584,440.0824651342481,1.1666666666666667,1.1033302669419043,0.09364936170351477
2,18.076,1.0,36.152,2,1.8076,0.1,25.48950988,3.5056651355136013,11.485375032998503,10,1.1375336423500348,52.194017031830484,3.8184336966683627,0.35584279176007483,3.7414214114639175,440.0824651342481,1.8057171717171718,1.1033302669419043,0.09510898469489519
